X: 1134.61, Y: 2626.04
X: 1135.51, Y: 2615.91
X: 1135.74, Y: 2614.77
X: 1135.85, Y: 2614.20
X: 1135.93, Y: 2613.82
X: 1135.99, Y: 2613.57
X: 1136.03, Y: 2613.43
X: 1136.06, Y: 2613.36
X: 1136.08, Y: 2613.35
X: 1149.35, Y: 2611.93
X: 1160.02, Y: 2610.78
X: 1168.48, Y: 2609.87
X: 1175.13, Y: 2609.15
X: 1180.35, Y: 2608.59
X: 1184.43, Y: 2608.15
X: 1187.64, Y: 2607.82
X: 1190.15, Y: 2607.55
X: 1192.12, Y: 2607.35
X: 1193.66, Y: 2607.20
X: 1194.86, Y: 2607.08
X: 1195.80, Y: 2606.99
X: 1196.53, Y: 2606.93
X: 1197.08, Y: 2606.88
X: 1197.50, Y: 2606.85
X: 1194.14, Y: 2609.45
X: 1191.15, Y: 2611.72
X: 1188.47, Y: 2613.72
X: 1186.07, Y: 2615.48
X: 1183.91, Y: 2617.03
X: 1181.96, Y: 2618.40
X: 1180.19, Y: 2619.62
X: 1178.59, Y: 2620.71
X: 1177.13, Y: 2621.68
X: 1175.80, Y: 2622.55
X: 1174.58, Y: 2623.32
X: 1173.47, Y: 2624.02
X: 1172.45, Y: 2624.65
X: 1171.51, Y: 2625.21
X: 1170.64, Y: 2625.72
X: 1169.84, Y: 2626.18
X: 1176.01, Y: 2625.90
X: 1181.70, Y: 2625.64
X: 1186.96, Y: 2625.40
X: 1191.83, Y: 2625.16
X: 1196.33, Y: 2624.94
X: 1200.50, Y: 2624.73
X: 1204.37, Y: 2624.53
X: 1207.97, Y: 2624.35
X: 1211.31, Y: 2624.17
X: 1214.42, Y: 2624.00
X: 1217.32, Y: 2623.84
X: 1220.02, Y: 2623.68
X: 1222.54, Y: 2623.54
X: 1224.89, Y: 2623.40
X: 1227.08, Y: 2623.27
X: 1220.93, Y: 2624.37
X: 1215.14, Y: 2625.41
X: 1209.67, Y: 2626.39
X: 1204.51, Y: 2627.30
X: 1199.63, Y: 2628.17
X: 1195.02, Y: 2628.98
X: 1190.66, Y: 2629.75
X: 1189.26, Y: 2629.51
X: 1187.93, Y: 2629.27
X: 1187.31, Y: 2629.61
X: 1186.48, Y: 2629.84
X: 1186.93, Y: 2629.53
X: 1187.29, Y: 2629.13
X: 1187.56, Y: 2628.65
X: 1187.77, Y: 2628.11
X: 1187.90, Y: 2627.52
X: 1187.98, Y: 2626.92
X: 1188.01, Y: 2626.30
X: 1188.00, Y: 2625.68
X: 1187.96, Y: 2625.07
X: 1187.89, Y: 2624.47
X: 1187.80, Y: 2623.90
X: 1187.70, Y: 2623.34
X: 1187.58, Y: 2622.81
X: 1187.46, Y: 2622.30
X: 1187.33, Y: 2621.82
X: 1187.20, Y: 2621.37
X: 1188.46, Y: 2618.58
X: 1189.64, Y: 2615.96
X: 1190.24, Y: 2613.72
X: 1190.76, Y: 2611.78
X: 1191.22, Y: 2610.09
X: 1191.63, Y: 2608.59
X: 1192.00, Y: 2607.26
X: 1192.32, Y: 2606.07
X: 1192.62, Y: 2605.00
X: 1192.89, Y: 2604.03
X: 1193.14, Y: 2603.15
X: 1193.37, Y: 2602.34
X: 1193.65, Y: 2601.53
X: 1193.85, Y: 2600.85
X: 1194.03, Y: 2600.21
X: 1194.70, Y: 2601.10
X: 1195.33, Y: 2601.93
X: 1195.89, Y: 2602.72
X: 1196.42, Y: 2603.45
X: 1196.92, Y: 2604.13
X: 1197.38, Y: 2604.76
X: 1197.81, Y: 2605.36
X: 1198.22, Y: 2605.93
X: 1198.59, Y: 2606.46
X: 1198.98, Y: 2606.95
X: 1199.35, Y: 2607.41
X: 1199.70, Y: 2607.84
X: 1200.03, Y: 2608.26
X: 1200.35, Y: 2608.65
X: 1200.66, Y: 2609.03
X: 1200.95, Y: 2609.39
X: 1200.90, Y: 2610.14
X: 1200.85, Y: 2610.85
X: 1200.80, Y: 2611.54
X: 1200.76, Y: 2612.20
X: 1200.72, Y: 2612.83
X: 1200.80, Y: 2613.41
X: 1200.76, Y: 2614.00
X: 1200.72, Y: 2614.56
X: 1200.68, Y: 2615.10
X: 1200.64, Y: 2615.63
X: 1200.60, Y: 2616.13
X: 1200.56, Y: 2616.61
X: 1200.52, Y: 2617.08
X: 1200.49, Y: 2617.53
X: 1200.46, Y: 2617.96
X: 1199.69, Y: 2617.37
X: 1198.95, Y: 2616.80
X: 1198.28, Y: 2616.24
X: 1197.59, Y: 2615.70
X: 1196.92, Y: 2615.18
X: 1196.27, Y: 2614.67
X: 1195.64, Y: 2614.18
X: 1195.01, Y: 2613.71
X: 1194.40, Y: 2613.25
X: 1193.81, Y: 2612.81
X: 1193.24, Y: 2612.38
X: 1192.71, Y: 2611.95
X: 1192.18, Y: 2611.54
X: 1191.66, Y: 2611.14
X: 1191.15, Y: 2610.75
X: 1190.71, Y: 2610.87
X: 1190.28, Y: 2610.98
X: 1189.86, Y: 2611.08
X: 1189.45, Y: 2611.19
X: 1189.05, Y: 2611.29
X: 1188.66, Y: 2611.39
X: 1188.28, Y: 2611.49
X: 1187.91, Y: 2611.58
X: 1187.55, Y: 2611.68
X: 1187.19, Y: 2611.77
X: 1186.85, Y: 2611.85
X: 1186.52, Y: 2611.94
X: 1186.19, Y: 2612.02
X: 1185.87, Y: 2612.10
X: 1185.55, Y: 2612.18
X: 1185.25, Y: 2612.26
X: 1185.46, Y: 2612.60
X: 1185.67, Y: 2612.93
X: 1185.87, Y: 2613.26
X: 1186.07, Y: 2613.58
X: 1186.27, Y: 2613.89
X: 1186.46, Y: 2614.20
X: 1186.65, Y: 2614.50
X: 1186.84, Y: 2614.79
X: 1187.02, Y: 2615.08
X: 1187.20, Y: 2615.37
X: 1187.38, Y: 2615.65
X: 1187.55, Y: 2615.92
X: 1187.72, Y: 2616.19
X: 1187.89, Y: 2616.45
X: 1188.05, Y: 2616.71
X: 1188.22, Y: 2617.27
X: 1188.37, Y: 2617.81
X: 1188.53, Y: 2618.35
X: 1188.68, Y: 2618.88
X: 1188.83, Y: 2619.39
X: 1188.98, Y: 2619.90
X: 1189.13, Y: 2620.41
X: 1189.27, Y: 2620.90
X: 1189.41, Y: 2621.39
X: 1189.62, Y: 2621.89
X: 1189.76, Y: 2622.37
X: 1189.90, Y: 2622.84
X: 1190.04, Y: 2623.30
X: 1190.17, Y: 2623.76
X: 1190.29, Y: 2624.20
X: 1190.41, Y: 2624.64
X: 1190.81, Y: 2624.27
X: 1191.20, Y: 2623.91
X: 1191.58, Y: 2623.56
X: 1191.96, Y: 2623.21
X: 1192.33, Y: 2622.87
X: 1192.70, Y: 2622.53
X: 1193.08, Y: 2622.21
X: 1193.45, Y: 2621.89
X: 1193.81, Y: 2621.57
X: 1194.17, Y: 2621.26
X: 1194.53, Y: 2620.95
X: 1194.88, Y: 2620.64
X: 1195.22, Y: 2620.34
X: 1195.57, Y: 2620.05
X: 1195.90, Y: 2619.75
X: 1195.80, Y: 2619.88
X: 1195.69, Y: 2620.01
X: 1195.58, Y: 2620.13
X: 1195.48, Y: 2620.25
X: 1195.38, Y: 2620.37
X: 1195.27, Y: 2620.49
X: 1195.27, Y: 2620.63
X: 1195.17, Y: 2620.75
X: 1195.07, Y: 2620.87
X: 1194.98, Y: 2620.98
X: 1194.88, Y: 2621.10
X: 1194.78, Y: 2621.21
X: 1194.69, Y: 2621.32
X: 1194.60, Y: 2621.43
X: 1194.50, Y: 2621.54
X: 1194.41, Y: 2621.65
X: 1194.87, Y: 2622.05
X: 1195.33, Y: 2622.45
X: 1195.78, Y: 2622.85
X: 1196.23, Y: 2623.24
X: 1196.67, Y: 2623.63
X: 1197.11, Y: 2624.01
X: 1197.55, Y: 2624.39
X: 1197.98, Y: 2624.76
X: 1198.40, Y: 2625.14
X: 1198.82, Y: 2625.51
X: 1199.24, Y: 2625.87
X: 1199.66, Y: 2626.23
X: 1200.07, Y: 2626.59
X: 1200.62, Y: 2627.02
X: 1201.03, Y: 2627.38
X: 1201.00, Y: 2627.57
X: 1200.97, Y: 2627.76
X: 1200.94, Y: 2627.95
X: 1200.92, Y: 2628.14
X: 1200.89, Y: 2628.33
X: 1200.86, Y: 2628.51
X: 1200.83, Y: 2628.69
X: 1200.81, Y: 2628.87
X: 1200.78, Y: 2629.05
X: 1200.75, Y: 2629.23
X: 1200.73, Y: 2629.41
X: 1200.70, Y: 2629.58
X: 1200.67, Y: 2629.75
X: 1200.65, Y: 2629.93
X: 1200.62, Y: 2630.10
X: 1200.60, Y: 2630.26
X: 1200.09, Y: 2630.22
X: 1199.60, Y: 2630.18
X: 1199.10, Y: 2630.14
X: 1198.61, Y: 2630.10
X: 1198.12, Y: 2630.06
X: 1197.64, Y: 2630.02
X: 1197.16, Y: 2629.98
X: 1196.69, Y: 2629.94
X: 1196.22, Y: 2629.90
X: 1195.75, Y: 2629.86
X: 1195.29, Y: 2629.82
X: 1194.83, Y: 2629.78
X: 1194.37, Y: 2629.74
X: 1193.91, Y: 2629.70
X: 1193.46, Y: 2629.66
X: 1193.24, Y: 2629.73
X: 1193.03, Y: 2629.79
X: 1192.81, Y: 2629.85
X: 1192.59, Y: 2629.91
X: 1192.38, Y: 2629.98
X: 1192.17, Y: 2630.04
X: 1192.01, Y: 2630.18
X: 1191.79, Y: 2630.24
X: 1191.58, Y: 2630.30
X: 1191.37, Y: 2630.36
X: 1191.16, Y: 2630.42
X: 1190.95, Y: 2630.47
X: 1190.75, Y: 2630.55
X: 1190.54, Y: 2630.59
X: 1190.32, Y: 2630.63
X: 1190.26, Y: 2630.41
X: 1190.20, Y: 2630.20
X: 1190.14, Y: 2630.00
X: 1190.08, Y: 2629.79
X: 1190.03, Y: 2629.59
X: 1189.97, Y: 2629.39
X: 1189.91, Y: 2629.19
X: 1189.86, Y: 2629.00
X: 1189.81, Y: 2628.81
X: 1189.75, Y: 2628.62
X: 1189.70, Y: 2628.44
X: 1189.65, Y: 2628.25
X: 1189.60, Y: 2628.07
X: 1189.55, Y: 2627.89
X: 1189.50, Y: 2627.70
X: 1189.45, Y: 2627.52
X: 1189.48, Y: 2627.64
X: 1189.52, Y: 2627.76
X: 1189.55, Y: 2627.88
X: 1189.59, Y: 2628.00
X: 1189.62, Y: 2628.11
X: 1189.65, Y: 2628.23
X: 1189.69, Y: 2628.34
X: 1189.72, Y: 2628.46
X: 1189.79, Y: 2628.64
X: 1189.82, Y: 2628.75
X: 1189.86, Y: 2628.87
X: 1189.89, Y: 2628.98
X: 1189.92, Y: 2629.10
X: 1189.96, Y: 2629.21
X: 1190.00, Y: 2629.34
X: 1189.91, Y: 2629.22
X: 1189.83, Y: 2629.10
X: 1189.75, Y: 2628.98
X: 1189.67, Y: 2628.86
X: 1189.59, Y: 2628.74
X: 1189.51, Y: 2628.63
X: 1189.44, Y: 2628.52
X: 1189.36, Y: 2628.41
X: 1189.29, Y: 2628.31
X: 1189.22, Y: 2628.20
X: 1189.14, Y: 2628.10
X: 1189.07, Y: 2628.00
X: 1189.00, Y: 2627.90
X: 1188.93, Y: 2627.79
X: 1188.86, Y: 2627.69
X: 1188.79, Y: 2627.59
X: 1188.56, Y: 2626.94
X: 1188.34, Y: 2626.29
X: 1188.12, Y: 2625.64
X: 1187.91, Y: 2624.99
X: 1187.69, Y: 2624.35
X: 1187.47, Y: 2623.71
X: 1187.26, Y: 2623.08
X: 1187.04, Y: 2622.44
X: 1186.83, Y: 2621.81
X: 1186.61, Y: 2621.18
X: 1186.40, Y: 2620.55
X: 1186.19, Y: 2619.93
X: 1185.98, Y: 2619.31
X: 1185.77, Y: 2618.69
X: 1185.56, Y: 2618.07
X: 1184.93, Y: 2617.41
X: 1184.30, Y: 2616.74
X: 1183.67, Y: 2616.09
X: 1183.04, Y: 2615.43
X: 1182.42, Y: 2614.77
X: 1181.80, Y: 2614.12
X: 1181.19, Y: 2613.47
X: 1180.50, Y: 2612.70
X: 1179.79, Y: 2611.91
X: 1179.07, Y: 2611.11
X: 1178.44, Y: 2610.45
X: 1177.82, Y: 2609.80
X: 1177.20, Y: 2609.16
X: 1176.59, Y: 2608.52
X: 1175.99, Y: 2607.89
X: 1175.39, Y: 2607.27
X: 1174.67, Y: 2606.90
X: 1173.97, Y: 2606.53
X: 1173.25, Y: 2606.13
X: 1172.53, Y: 2605.74
X: 1171.82, Y: 2605.35
X: 1171.11, Y: 2604.97
X: 1170.40, Y: 2604.58
X: 1169.70, Y: 2604.20
X: 1169.00, Y: 2603.81
X: 1168.30, Y: 2603.43
X: 1167.60, Y: 2603.06
X: 1166.91, Y: 2602.68
X: 1166.22, Y: 2602.30
X: 1165.54, Y: 2601.93
X: 1164.85, Y: 2601.56
X: 1164.73, Y: 2600.58
X: 1164.60, Y: 2599.60
X: 1164.47, Y: 2598.63
X: 1164.07, Y: 2597.31
X: 1163.95, Y: 2596.33
X: 1163.82, Y: 2595.34
X: 1163.70, Y: 2594.36
X: 1163.57, Y: 2593.39
X: 1163.45, Y: 2592.42
X: 1163.39, Y: 2591.54
X: 1163.33, Y: 2590.68
X: 1163.27, Y: 2589.82
X: 1163.21, Y: 2588.98
X: 1163.15, Y: 2588.15
X: 1162.96, Y: 2587.11
X: 1162.90, Y: 2586.27
X: 1162.61, Y: 2585.36
X: 1162.32, Y: 2584.47
X: 1162.03, Y: 2583.58
X: 1161.75, Y: 2582.70
X: 1161.48, Y: 2581.85
X: 1161.22, Y: 2581.01
X: 1160.95, Y: 2580.18
X: 1160.61, Y: 2579.21
X: 1160.31, Y: 2578.31
X: 1159.99, Y: 2577.38
X: 1159.68, Y: 2576.47
X: 1159.37, Y: 2575.56
X: 1159.06, Y: 2574.65
X: 1158.75, Y: 2573.74
X: 1158.44, Y: 2572.84
X: 1157.78, Y: 2571.29
X: 1157.23, Y: 2569.97
X: 1156.70, Y: 2568.67
X: 1156.16, Y: 2567.36
X: 1155.63, Y: 2566.07
X: 1155.05, Y: 2564.69
X: 1154.54, Y: 2563.44
X: 1154.03, Y: 2562.19
X: 1153.53, Y: 2560.96
X: 1153.03, Y: 2559.73
X: 1152.53, Y: 2558.51
X: 1152.03, Y: 2557.30
X: 1151.54, Y: 2556.10
X: 1151.05, Y: 2554.90
X: 1150.57, Y: 2553.71
X: 1150.08, Y: 2552.52
X: 1149.65, Y: 2551.40
X: 1149.23, Y: 2550.28
X: 1148.80, Y: 2549.17
X: 1148.00, Y: 2547.26
X: 1147.55, Y: 2546.09
X: 1147.10, Y: 2544.92
X: 1146.66, Y: 2543.76
X: 1146.21, Y: 2542.60
