X: 1188.15, Y: 2586.18
X: 1206.00, Y: 2560.49
X: 1206.77, Y: 2559.95
X: 1206.81, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1206.82, Y: 2559.94
X: 1173.52, Y: 2576.49
X: 1171.85, Y: 2576.78
X: 1171.78, Y: 2576.78
X: 1171.79, Y: 2576.78
X: 1171.81, Y: 2576.78
X: 1171.82, Y: 2576.78
X: 1171.83, Y: 2576.78
X: 1171.85, Y: 2576.77
X: 1171.86, Y: 2576.77
X: 1171.86, Y: 2576.77
X: 1171.87, Y: 2576.77
X: 1171.88, Y: 2576.77
X: 1171.88, Y: 2576.77
X: 1171.89, Y: 2576.77
X: 1171.89, Y: 2576.77
X: 1171.90, Y: 2576.77
X: 1163.06, Y: 2578.49
X: 1162.49, Y: 2578.55
X: 1162.46, Y: 2578.55
X: 1162.47, Y: 2578.55
X: 1162.48, Y: 2578.55
X: 1162.48, Y: 2578.55
X: 1162.49, Y: 2578.54
X: 1162.50, Y: 2578.54
X: 1162.50, Y: 2578.54
X: 1162.51, Y: 2578.54
X: 1162.51, Y: 2578.54
X: 1162.52, Y: 2578.54
X: 1162.52, Y: 2578.54
X: 1162.52, Y: 2578.54
X: 1162.53, Y: 2578.54
X: 1195.43, Y: 2591.98
X: 1197.47, Y: 2592.40
X: 1197.57, Y: 2592.41
X: 1197.56, Y: 2592.41
X: 1197.54, Y: 2592.40
X: 1197.52, Y: 2592.40
X: 1197.51, Y: 2592.40
X: 1197.49, Y: 2592.40
X: 1197.48, Y: 2592.39
X: 1197.47, Y: 2592.39
X: 1197.46, Y: 2592.39
X: 1197.45, Y: 2592.39
X: 1197.44, Y: 2592.39
X: 1197.44, Y: 2592.38
X: 1197.43, Y: 2592.38
X: 1197.42, Y: 2592.38
X: 1160.32, Y: 2558.00
X: 1185.87, Y: 2561.60
X: 1188.14, Y: 2563.54
X: 1188.27, Y: 2563.59
X: 1188.27, Y: 2563.60
X: 1188.28, Y: 2563.60
X: 1188.28, Y: 2563.61
X: 1188.51, Y: 2563.67
X: 1188.38, Y: 2563.65
X: 1188.35, Y: 2563.65
X: 1188.34, Y: 2563.65
X: 1188.34, Y: 2563.65
X: 1188.34, Y: 2563.65
X: 1174.81, Y: 2580.05
X: 1174.38, Y: 2580.27
X: 1174.40, Y: 2580.25
X: 1174.43, Y: 2580.24
X: 1174.45, Y: 2580.23
X: 1174.46, Y: 2580.22
X: 1174.47, Y: 2580.22
X: 1174.48, Y: 2580.22
X: 1174.48, Y: 2580.21
X: 1174.48, Y: 2580.21
X: 1174.48, Y: 2580.21
X: 1174.48, Y: 2580.21
X: 1174.48, Y: 2580.21
X: 1174.49, Y: 2580.21
X: 1174.49, Y: 2580.21
X: 1186.36, Y: 2600.05
X: 1187.05, Y: 2600.47
X: 1187.02, Y: 2600.44
X: 1186.98, Y: 2600.42
X: 1186.95, Y: 2600.40
X: 1186.93, Y: 2600.39
X: 1186.92, Y: 2600.38
X: 1186.91, Y: 2600.38
X: 1186.91, Y: 2600.37
X: 1186.91, Y: 2600.37
X: 1186.90, Y: 2600.37
X: 1186.90, Y: 2600.37
X: 1186.90, Y: 2600.37
X: 1186.90, Y: 2600.37
X: 1186.90, Y: 2600.37
X: 1130.28, Y: 2630.96
X: 1126.94, Y: 2631.30
X: 1127.04, Y: 2631.25
X: 1127.26, Y: 2631.23
X: 1127.41, Y: 2631.22
X: 1127.51, Y: 2631.22
X: 1127.57, Y: 2631.21
X: 1127.61, Y: 2631.21
X: 1127.64, Y: 2631.21
X: 1127.66, Y: 2631.20
X: 1127.67, Y: 2631.20
X: 1127.67, Y: 2631.20
X: 1127.68, Y: 2631.20
X: 1127.68, Y: 2631.20
X: 1127.68, Y: 2631.20
X: 1127.68, Y: 2631.20
X: 1180.61, Y: 2603.68
X: 1183.22, Y: 2603.56
X: 1183.12, Y: 2603.58
X: 1182.95, Y: 2603.59
X: 1182.83, Y: 2603.59
X: 1182.75, Y: 2603.60
X: 1182.70, Y: 2603.60
