X: 1200.99, Y: 2676.12
X: 1202.04, Y: 2653.41
X: 1199.54, Y: 2660.60
X: 1216.61, Y: 2673.81
X: 1215.48, Y: 2675.89
X: 1216.56, Y: 2667.92
X: 1216.85, Y: 2660.94
X: 1213.77, Y: 2635.84
X: 1235.30, Y: 2631.18
X: 1174.99, Y: 2613.91
X: 1175.46, Y: 2602.79
X: 1187.54, Y: 2597.51
X: 1224.25, Y: 2595.96
X: 1222.34, Y: 2586.91
X: 1222.41, Y: 2579.00
X: 1218.30, Y: 2570.37
X: 1214.73, Y: 2570.85
X: 1206.59, Y: 2566.93
X: 1203.66, Y: 2563.24
X: 1199.65, Y: 2570.19
X: 1198.29, Y: 2580.29
X: 1203.18, Y: 2581.51
X: 1196.19, Y: 2590.61
X: 1190.47, Y: 2596.90
X: 1186.51, Y: 2592.50
X: 1166.97, Y: 2597.03
X: 1160.51, Y: 2594.30
X: 1148.88, Y: 2599.72
X: 1137.71, Y: 2603.95
X: 1138.26, Y: 2603.45
X: 1137.08, Y: 2606.82
X: 1121.65, Y: 2608.33
X: 1134.54, Y: 2625.02
X: 1135.95, Y: 2620.54
X: 1132.69, Y: 2631.17
X: 1147.40, Y: 2623.71
X: 1147.18, Y: 2631.33
X: 1138.82, Y: 2629.33
X: 1147.18, Y: 2627.39
X: 1149.58, Y: 2634.05
X: 1147.57, Y: 2630.36
X: 1141.86, Y: 2635.60
X: 1145.07, Y: 2635.96
X: 1146.03, Y: 2625.88
X: 1150.00, Y: 2626.48
X: 1151.28, Y: 2623.25
X: 1166.66, Y: 2612.70
X: 1173.25, Y: 2612.15
X: 1174.09, Y: 2612.99
X: 1185.13, Y: 2600.91
X: 1177.13, Y: 2610.26
X: 1169.55, Y: 2610.67
X: 1164.26, Y: 2603.98
X: 1166.36, Y: 2598.65
X: 1161.83, Y: 2595.92
X: 1152.83, Y: 2596.14
X: 1171.72, Y: 2578.44
X: 1170.53, Y: 2577.84
X: 1172.51, Y: 2575.92
X: 1162.52, Y: 2569.25
X: 1159.17, Y: 2567.08
X: 1162.44, Y: 2566.19
X: 1143.48, Y: 2542.09
X: 1187.67, Y: 2606.07
X: 1208.23, Y: 2606.17
X: 1212.71, Y: 2600.26
X: 1230.93, Y: 2593.01
X: 1242.54, Y: 2587.71
X: 1250.76, Y: 2577.52
X: 1252.98, Y: 2579.52
X: 1243.71, Y: 2590.89
X: 1249.94, Y: 2605.22
X: 1255.08, Y: 2611.42
X: 1262.00, Y: 2615.60
X: 1271.45, Y: 2615.45
X: 1278.30, Y: 2621.56
X: 1268.31, Y: 2620.26
X: 1251.80, Y: 2635.06
X: 1242.65, Y: 2643.17
X: 1232.59, Y: 2647.87
X: 1221.30, Y: 2626.43
X: 1213.08, Y: 2617.30
X: 1214.93, Y: 2611.70
X: 1202.54, Y: 2608.00
X: 1189.36, Y: 2601.21
