X: 1147.51, Y: 2639.69
X: 1152.13, Y: 2624.04
X: 1153.31, Y: 2627.58
X: 1156.20, Y: 2627.45
X: 1156.94, Y: 2627.96
X: 1157.11, Y: 2627.30
X: 1155.45, Y: 2627.53
X: 1153.17, Y: 2626.79
X: 1151.23, Y: 2627.55
X: 1149.08, Y: 2629.84
X: 1151.39, Y: 2627.97
X: 1150.72, Y: 2630.14
X: 1151.91, Y: 2630.08
X: 1159.23, Y: 2619.77
X: 1161.28, Y: 2616.43
X: 1159.57, Y: 2616.42
X: 1156.64, Y: 2614.15
X: 1168.21, Y: 2614.16
X: 1161.92, Y: 2607.33
X: 1159.77, Y: 2609.37
X: 1161.67, Y: 2609.97
X: 1159.58, Y: 2610.30
X: 1163.48, Y: 2610.79
X: 1156.60, Y: 2612.68
X: 1153.50, Y: 2612.91
X: 1151.84, Y: 2611.97
X: 1139.67, Y: 2613.36
X: 1147.95, Y: 2612.57
X: 1151.71, Y: 2617.77
X: 1158.18, Y: 2615.95
X: 1156.57, Y: 2617.39
X: 1157.46, Y: 2618.41
X: 1155.10, Y: 2620.80
X: 1163.72, Y: 2628.17
X: 1162.49, Y: 2631.86
X: 1159.89, Y: 2633.26
X: 1162.07, Y: 2627.74
X: 1154.94, Y: 2627.93
X: 1157.34, Y: 2624.51
X: 1159.37, Y: 2623.75
X: 1161.10, Y: 2624.13
X: 1161.43, Y: 2625.57
X: 1159.75, Y: 2629.13
X: 1156.75, Y: 2623.33
X: 1183.74, Y: 2624.07
X: 1187.84, Y: 2620.63
X: 1191.59, Y: 2615.46
X: 1197.24, Y: 2610.47
X: 1206.95, Y: 2613.17
X: 1210.75, Y: 2612.04
X: 1210.22, Y: 2612.41
X: 1208.57, Y: 2614.28
X: 1210.79, Y: 2617.53
X: 1207.86, Y: 2619.34
X: 1206.60, Y: 2619.21
X: 1203.73, Y: 2622.36
X: 1201.08, Y: 2627.29
X: 1197.49, Y: 2631.06
X: 1199.52, Y: 2622.37
X: 1182.25, Y: 2630.07
X: 1176.37, Y: 2633.68
X: 1190.03, Y: 2630.78
X: 1190.26, Y: 2640.58
X: 1189.23, Y: 2639.94
X: 1191.47, Y: 2641.99
X: 1190.83, Y: 2649.49
X: 1196.46, Y: 2649.54
X: 1198.58, Y: 2650.19
X: 1198.59, Y: 2651.69
X: 1198.02, Y: 2650.47
X: 1195.45, Y: 2652.52
X: 1188.98, Y: 2654.06
X: 1195.78, Y: 2651.34
X: 1196.08, Y: 2651.31
X: 1199.74, Y: 2653.26
X: 1197.30, Y: 2660.36
X: 1199.19, Y: 2655.42
X: 1199.07, Y: 2652.86
X: 1198.07, Y: 2641.74
X: 1199.42, Y: 2634.40
X: 1205.80, Y: 2630.75
X: 1206.69, Y: 2632.88
X: 1209.10, Y: 2629.96
X: 1208.60, Y: 2631.64
X: 1206.87, Y: 2629.68
X: 1204.84, Y: 2628.41
X: 1202.83, Y: 2627.04
X: 1203.15, Y: 2630.96
X: 1207.11, Y: 2629.53
X: 1208.78, Y: 2629.00
X: 1208.79, Y: 2628.61
X: 1209.95, Y: 2629.87
X: 1207.32, Y: 2628.39
X: 1216.33, Y: 2628.29
X: 1213.87, Y: 2625.32
X: 1208.61, Y: 2624.85
X: 1208.54, Y: 2626.23
X: 1211.60, Y: 2627.85
X: 1212.24, Y: 2629.11
X: 1212.85, Y: 2631.23
X: 1212.83, Y: 2633.62
X: 1212.14, Y: 2634.61
X: 1218.13, Y: 2637.45
X: 1213.64, Y: 2638.75
X: 1211.14, Y: 2639.29
X: 1212.74, Y: 2639.27
X: 1214.96, Y: 2638.99
X: 1217.19, Y: 2639.51
X: 1112.33, Y: 2620.49
X: 1102.34, Y: 2623.14
X: 1097.26, Y: 2626.63
X: 1093.08, Y: 2628.27
X: 1091.01, Y: 2628.37
X: 1089.83, Y: 2625.99
X: 1089.72, Y: 2622.58
X: 1086.18, Y: 2626.35
X: 1087.57, Y: 2621.76
X: 1086.51, Y: 2621.44
X: 1085.41, Y: 2622.33
X: 1088.76, Y: 2622.96
X: 1090.11, Y: 2621.84
X: 1096.62, Y: 2620.93
X: 1096.38, Y: 2623.31
X: 1098.77, Y: 2626.33
X: 1141.48, Y: 2618.25
X: 1169.56, Y: 2617.73
X: 1175.29, Y: 2616.02
X: 1179.96, Y: 2617.72
X: 1184.34, Y: 2616.19
X: 1188.93, Y: 2616.25
X: 1193.11, Y: 2614.23
X: 1194.42, Y: 2613.99
X: 1198.76, Y: 2617.22
X: 1196.03, Y: 2614.55
X: 1193.47, Y: 2619.40
X: 1194.44, Y: 2622.55
X: 1190.31, Y: 2624.20
X: 1191.89, Y: 2623.49
X: 1184.47, Y: 2626.32
X: 1194.07, Y: 2649.54
X: 1198.47, Y: 2651.80
X: 1199.74, Y: 2656.81
X: 1200.37, Y: 2658.16
X: 1201.15, Y: 2661.65
X: 1200.97, Y: 2659.99
X: 1201.37, Y: 2661.15
X: 1201.57, Y: 2657.13
X: 1207.06, Y: 2659.81
X: 1204.79, Y: 2659.74
X: 1202.84, Y: 2660.14
X: 1203.02, Y: 2659.12
X: 1203.19, Y: 2658.30
X: 1201.58, Y: 2657.22
X: 1201.38, Y: 2657.15
X: 1203.01, Y: 2656.70
X: 1209.07, Y: 2630.83
X: 1210.93, Y: 2631.52
X: 1209.59, Y: 2632.60
X: 1210.90, Y: 2633.70
X: 1207.11, Y: 2637.74
X: 1206.73, Y: 2635.21
X: 1208.80, Y: 2634.83
