X: 1081.59, Y: 2681.61
X: 1091.75, Y: 2665.64
X: 1093.42, Y: 2663.80
X: 1094.26, Y: 2662.88
X: 1094.83, Y: 2662.27
X: 1095.25, Y: 2661.86
X: 1095.53, Y: 2661.61
X: 1095.72, Y: 2661.47
X: 1095.82, Y: 2661.41
X: 1095.88, Y: 2661.39
X: 1095.90, Y: 2661.39
X: 1095.91, Y: 2661.40
X: 1095.90, Y: 2661.42
X: 1095.88, Y: 2661.45
X: 1095.87, Y: 2661.47
X: 1095.85, Y: 2661.50
X: 1099.98, Y: 2653.88
X: 1103.41, Y: 2647.64
X: 1106.28, Y: 2642.50
X: 1108.68, Y: 2638.24
X: 1110.69, Y: 2634.69
X: 1112.40, Y: 2631.72
X: 1113.84, Y: 2629.22
X: 1115.07, Y: 2627.12
X: 1116.11, Y: 2625.33
X: 1117.01, Y: 2623.82
X: 1117.77, Y: 2622.54
X: 1118.42, Y: 2621.45
X: 1118.98, Y: 2620.53
X: 1119.46, Y: 2619.74
X: 1119.87, Y: 2619.08
X: 1128.11, Y: 2619.25
X: 1135.48, Y: 2619.44
X: 1142.07, Y: 2619.63
X: 1148.00, Y: 2619.84
X: 1153.32, Y: 2620.05
X: 1158.12, Y: 2620.27
X: 1162.45, Y: 2620.49
X: 1166.35, Y: 2620.72
X: 1169.89, Y: 2620.95
X: 1173.08, Y: 2621.18
X: 1175.98, Y: 2621.41
X: 1178.60, Y: 2621.65
X: 1180.97, Y: 2621.88
X: 1183.12, Y: 2622.11
X: 1185.07, Y: 2622.34
X: 1186.84, Y: 2622.57
X: 1185.43, Y: 2627.70
X: 1184.08, Y: 2632.48
X: 1182.78, Y: 2636.96
X: 1181.53, Y: 2641.15
X: 1180.33, Y: 2645.07
X: 1179.17, Y: 2648.74
X: 1178.04, Y: 2652.19
X: 1176.96, Y: 2655.41
X: 1175.90, Y: 2658.44
X: 1174.88, Y: 2661.27
X: 1173.89, Y: 2663.93
X: 1172.92, Y: 2666.42
X: 1171.98, Y: 2668.75
X: 1171.06, Y: 2670.94
X: 1170.16, Y: 2672.99
X: 1176.40, Y: 2671.26
X: 1182.29, Y: 2669.61
X: 1187.87, Y: 2668.01
X: 1193.15, Y: 2666.48
X: 1198.14, Y: 2665.01
X: 1202.86, Y: 2663.59
X: 1207.32, Y: 2662.22
X: 1211.52, Y: 2660.91
X: 1215.49, Y: 2659.64
X: 1219.23, Y: 2658.42
X: 1222.76, Y: 2657.25
X: 1226.07, Y: 2656.12
X: 1229.19, Y: 2655.04
X: 1232.12, Y: 2653.99
X: 1234.86, Y: 2652.99
X: 1237.43, Y: 2652.02
X: 1233.51, Y: 2652.15
X: 1229.70, Y: 2652.27
X: 1225.98, Y: 2652.38
X: 1222.36, Y: 2652.49
X: 1222.29, Y: 2652.55
X: 1220.26, Y: 2652.60
X: 1216.49, Y: 2652.65
X: 1211.36, Y: 2652.72
X: 1205.34, Y: 2652.83
X: 1198.88, Y: 2652.97
X: 1192.36, Y: 2653.14
X: 1186.05, Y: 2653.34
X: 1180.12, Y: 2653.55
X: 1174.68, Y: 2653.78
X: 1169.75, Y: 2654.00
X: 1175.85, Y: 2654.55
X: 1181.48, Y: 2655.02
X: 1186.63, Y: 2655.43
X: 1191.31, Y: 2655.78
X: 1195.55, Y: 2656.08
X: 1199.39, Y: 2656.34
X: 1202.84, Y: 2656.56
X: 1205.95, Y: 2656.75
X: 1208.74, Y: 2656.91
X: 1211.23, Y: 2657.05
X: 1213.45, Y: 2657.15
X: 1215.43, Y: 2657.24
X: 1217.18, Y: 2657.30
X: 1218.71, Y: 2657.35
X: 1220.06, Y: 2657.38
X: 1219.86, Y: 2657.99
X: 1219.60, Y: 2658.53
X: 1219.28, Y: 2659.02
X: 1218.92, Y: 2659.46
X: 1218.53, Y: 2659.84
X: 1218.10, Y: 2660.18
X: 1217.65, Y: 2660.47
X: 1217.18, Y: 2660.73
X: 1216.70, Y: 2660.95
X: 1216.22, Y: 2661.13
X: 1215.73, Y: 2661.28
X: 1215.25, Y: 2661.41
X: 1214.78, Y: 2661.51
