X: 1265.42, Y: 2666.07
X: 1276.97, Y: 2651.87
X: 1279.35, Y: 2649.67
X: 1280.41, Y: 2648.74
X: 1281.02, Y: 2648.21
X: 1281.44, Y: 2647.85
X: 1281.74, Y: 2647.58
X: 1281.98, Y: 2647.37
X: 1282.18, Y: 2647.19
X: 1284.69, Y: 2644.69
X: 1285.26, Y: 2644.47
X: 1284.96, Y: 2644.92
X: 1284.58, Y: 2645.32
X: 1284.28, Y: 2645.61
X: 1284.06, Y: 2645.81
X: 1283.90, Y: 2645.96
X: 1301.82, Y: 2638.03
X: 1314.89, Y: 2632.37
X: 1324.62, Y: 2628.23
X: 1331.99, Y: 2625.13
X: 1337.64, Y: 2622.80
X: 1342.01, Y: 2621.02
X: 1345.38, Y: 2619.68
X: 1347.96, Y: 2618.68
X: 1349.92, Y: 2617.94
X: 1351.36, Y: 2617.43
X: 1352.36, Y: 2617.10
X: 1353.00, Y: 2616.92
X: 1353.32, Y: 2616.87
X: 1353.38, Y: 2616.93
X: 1353.22, Y: 2617.07
X: 1339.15, Y: 2614.22
X: 1326.49, Y: 2611.77
X: 1315.15, Y: 2609.71
X: 1305.06, Y: 2608.02
X: 1296.15, Y: 2606.66
X: 1288.34, Y: 2605.60
X: 1281.58, Y: 2604.81
X: 1275.77, Y: 2604.24
X: 1270.86, Y: 2603.88
X: 1266.76, Y: 2603.69
X: 1263.40, Y: 2603.63
X: 1260.69, Y: 2603.69
X: 1258.58, Y: 2603.83
X: 1256.99, Y: 2604.04
X: 1255.85, Y: 2604.31
X: 1258.87, Y: 2600.31
X: 1261.84, Y: 2596.82
X: 1264.72, Y: 2593.81
X: 1267.48, Y: 2591.23
X: 1270.09, Y: 2589.06
X: 1272.53, Y: 2587.25
X: 1274.79, Y: 2585.78
X: 1276.86, Y: 2584.60
X: 1278.74, Y: 2583.68
X: 1280.44, Y: 2582.98
X: 1281.95, Y: 2582.48
X: 1283.28, Y: 2582.15
X: 1284.45, Y: 2581.96
X: 1285.46, Y: 2581.89
X: 1286.32, Y: 2581.91
X: 1291.33, Y: 2583.43
X: 1295.80, Y: 2584.84
X: 1299.73, Y: 2586.14
X: 1303.16, Y: 2587.30
