X: 1179.07, Y: 2670.95
X: 1189.08, Y: 2648.28
X: 1189.27, Y: 2647.94
X: 1189.28, Y: 2647.94
X: 1189.28, Y: 2647.94
X: 1209.30, Y: 2632.50
X: 1209.58, Y: 2632.45
X: 1212.08, Y: 2633.52
X: 1211.48, Y: 2633.27
X: 1211.23, Y: 2633.15
X: 1211.12, Y: 2633.11
X: 1211.08, Y: 2633.09
X: 1211.06, Y: 2633.08
X: 1211.05, Y: 2633.08
X: 1211.05, Y: 2633.08
X: 1211.04, Y: 2633.08
X: 1211.04, Y: 2633.07
X: 1211.04, Y: 2633.07
X: 1211.04, Y: 2633.07
X: 1211.04, Y: 2633.07
X: 1132.87, Y: 2612.94
X: 1130.20, Y: 2612.74
X: 1130.31, Y: 2612.77
X: 1130.45, Y: 2612.80
X: 1130.54, Y: 2612.82
X: 1130.61, Y: 2612.83
X: 1130.65, Y: 2612.83
X: 1130.68, Y: 2612.84
X: 1130.70, Y: 2612.84
X: 1130.71, Y: 2612.84
X: 1130.72, Y: 2612.85
X: 1130.73, Y: 2612.85
X: 1130.73, Y: 2612.85
X: 1130.73, Y: 2612.85
X: 1130.74, Y: 2612.85
X: 1176.36, Y: 2621.46
X: 1178.21, Y: 2621.99
X: 1178.14, Y: 2621.97
X: 1178.02, Y: 2621.94
X: 1177.94, Y: 2621.93
X: 1177.89, Y: 2621.91
X: 1177.85, Y: 2621.90
X: 1177.83, Y: 2621.90
X: 1177.81, Y: 2621.89
X: 1177.80, Y: 2621.89
X: 1177.79, Y: 2621.89
X: 1177.79, Y: 2621.89
X: 1177.79, Y: 2621.89
X: 1177.78, Y: 2621.89
X: 1177.78, Y: 2621.89
X: 1177.78, Y: 2621.89
X: 1178.94, Y: 2596.41
X: 1178.79, Y: 2595.68
X: 1178.79, Y: 2595.72
X: 1178.80, Y: 2595.76
X: 1178.81, Y: 2595.79
X: 1178.82, Y: 2595.81
X: 1178.82, Y: 2595.82
X: 1178.82, Y: 2595.83
X: 1178.82, Y: 2595.84
X: 1178.83, Y: 2595.84
X: 1189.57, Y: 2598.41
X: 1186.72, Y: 2593.16
X: 1186.54, Y: 2593.03
X: 1186.52, Y: 2593.03
X: 1186.51, Y: 2593.04
X: 1209.29, Y: 2603.77
X: 1210.65, Y: 2604.27
X: 1210.62, Y: 2604.25
X: 1210.53, Y: 2604.23
X: 1210.47, Y: 2604.21
X: 1210.43, Y: 2604.20
X: 1210.40, Y: 2604.19
X: 1210.39, Y: 2604.18
X: 1210.37, Y: 2604.18
X: 1210.37, Y: 2604.17
X: 1210.36, Y: 2604.17
X: 1210.36, Y: 2604.17
X: 1210.36, Y: 2604.17
X: 1210.35, Y: 2604.17
X: 1210.35, Y: 2604.17
X: 1210.35, Y: 2604.17
X: 1216.49, Y: 2618.77
X: 1216.83, Y: 2618.96
X: 1216.81, Y: 2618.95
X: 1216.80, Y: 2618.94
X: 1216.78, Y: 2618.93
X: 1216.77, Y: 2618.93
X: 1216.77, Y: 2618.93
X: 1216.76, Y: 2618.92
X: 1216.76, Y: 2618.92
X: 1216.76, Y: 2618.92
X: 1216.76, Y: 2618.92
X: 1216.76, Y: 2618.92
X: 1216.76, Y: 2618.92
X: 1216.76, Y: 2618.92
X: 1216.76, Y: 2618.92
X: 1166.54, Y: 2601.49
X: 1164.57, Y: 2600.87
X: 1164.65, Y: 2600.90
X: 1164.76, Y: 2600.94
X: 1164.84, Y: 2600.97
X: 1164.89, Y: 2600.99
X: 1164.92, Y: 2601.00
X: 1164.95, Y: 2601.01
X: 1164.96, Y: 2601.02
X: 1164.97, Y: 2601.02
X: 1164.98, Y: 2601.03
X: 1164.98, Y: 2601.03
X: 1164.99, Y: 2601.03
X: 1164.99, Y: 2601.03
X: 1164.99, Y: 2601.03
X: 1164.99, Y: 2601.03
X: 1212.33, Y: 2627.22
X: 1213.82, Y: 2628.02
X: 1213.75, Y: 2627.99
X: 1214.51, Y: 2628.34
X: 1214.22, Y: 2628.20
X: 1214.08, Y: 2628.14
X: 1211.82, Y: 2627.14
X: 1211.76, Y: 2627.12
X: 1211.76, Y: 2627.12
X: 1211.76, Y: 2627.12
X: 1211.76, Y: 2627.12
X: 1211.76, Y: 2627.12
X: 1211.76, Y: 2627.12
X: 1211.76, Y: 2627.12
X: 1211.76, Y: 2627.12
X: 1202.20, Y: 2607.38
X: 1201.72, Y: 2607.07
X: 1201.70, Y: 2607.06
X: 1201.70, Y: 2607.06
X: 1201.70, Y: 2607.06
X: 1201.71, Y: 2607.06
X: 1201.71, Y: 2607.06
X: 1201.71, Y: 2607.06
X: 1201.71, Y: 2607.07
X: 1201.71, Y: 2607.07
X: 1201.72, Y: 2607.07
X: 1201.72, Y: 2607.07
X: 1201.72, Y: 2607.07
X: 1201.72, Y: 2607.07
X: 1201.72, Y: 2607.07
X: 1224.22, Y: 2644.39
X: 1225.40, Y: 2645.03
X: 1225.45, Y: 2645.05
X: 1225.45, Y: 2645.05
X: 1225.46, Y: 2645.05
X: 1225.46, Y: 2645.05
X: 1225.46, Y: 2645.05
X: 1225.46, Y: 2645.05
X: 1225.46, Y: 2645.05
X: 1225.46, Y: 2645.05
X: 1225.46, Y: 2645.05
X: 1225.47, Y: 2645.05
X: 1225.47, Y: 2645.05
X: 1225.47, Y: 2645.05
X: 1225.47, Y: 2645.05
X: 1225.47, Y: 2645.05
X: 1207.64, Y: 2633.46
X: 1207.14, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1207.13, Y: 2633.30
X: 1215.83, Y: 2635.90
X: 1216.09, Y: 2635.95
X: 1216.09, Y: 2635.95
X: 1138.49, Y: 2604.11
X: 1135.33, Y: 2603.80
X: 1223.80, Y: 2672.10
X: 1227.83, Y: 2673.87
X: 1227.99, Y: 2673.93
X: 1227.99, Y: 2673.93
X: 1227.99, Y: 2673.93
X: 1227.99, Y: 2673.93
X: 1227.99, Y: 2673.93
X: 1227.99, Y: 2673.93
X: 1228.00, Y: 2673.93
X: 1228.00, Y: 2673.93
X: 1228.00, Y: 2673.93
X: 1228.00, Y: 2673.93
X: 1228.00, Y: 2673.93
X: 1228.00, Y: 2673.93
X: 1228.00, Y: 2673.93
X: 1228.00, Y: 2673.93
X: 1231.66, Y: 2605.31
X: 1230.85, Y: 2604.67
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1230.81, Y: 2604.65
X: 1109.84, Y: 2546.15
X: 1104.86, Y: 2547.24
X: 1104.60, Y: 2547.34
X: 1104.58, Y: 2547.35
X: 1104.58, Y: 2547.35
X: 1104.59, Y: 2547.35
X: 1106.33, Y: 2547.74
X: 1104.66, Y: 2547.33
X: 1104.59, Y: 2547.35
X: 1104.59, Y: 2547.35
X: 1104.49, Y: 2547.32
X: 1104.49, Y: 2547.32
X: 1104.49, Y: 2547.32
X: 1104.49, Y: 2547.32
X: 1104.49, Y: 2547.32
X: 1208.76, Y: 2644.62
X: 1213.81, Y: 2646.71
X: 1213.70, Y: 2646.62
X: 1213.70, Y: 2646.61
X: 1213.70, Y: 2646.61
X: 1213.70, Y: 2646.61
X: 1213.70, Y: 2646.61
X: 1213.90, Y: 2646.71
X: 1213.66, Y: 2646.60
X: 1213.63, Y: 2646.59
X: 1213.63, Y: 2646.59
X: 1213.63, Y: 2646.59
X: 1213.63, Y: 2646.59
X: 1213.63, Y: 2646.59
X: 1213.63, Y: 2646.59
X: 1213.63, Y: 2646.59
X: 1027.39, Y: 2570.57
X: 1017.72, Y: 2572.96
X: 1017.12, Y: 2573.17
X: 1017.08, Y: 2573.19
X: 1017.08, Y: 2573.19
X: 1017.08, Y: 2573.19
X: 1017.08, Y: 2573.19
X: 1017.09, Y: 2573.19
X: 1017.09, Y: 2573.19
X: 1017.09, Y: 2573.19
X: 1017.09, Y: 2573.19
X: 1017.09, Y: 2573.19
X: 1017.09, Y: 2573.19
X: 1017.10, Y: 2573.19
X: 1017.10, Y: 2573.19
X: 1036.71, Y: 2596.31
