X: 1138.66, Y: 2691.25
X: 1126.69, Y: 2710.39
X: 1125.13, Y: 2712.30
X: 1124.49, Y: 2713.05
X: 1124.15, Y: 2713.42
X: 1123.96, Y: 2713.61
X: 1123.86, Y: 2713.71
X: 1123.43, Y: 2714.25
X: 1123.26, Y: 2714.42
X: 1123.24, Y: 2714.41
X: 1123.28, Y: 2714.33
X: 1164.77, Y: 2684.45
X: 1187.40, Y: 2669.23
X: 1199.33, Y: 2661.64
X: 1205.33, Y: 2658.05
X: 1208.08, Y: 2656.51
X: 1209.09, Y: 2656.03
X: 1209.19, Y: 2656.07
X: 1208.84, Y: 2656.34
X: 1208.30, Y: 2656.70
X: 1207.69, Y: 2657.08
X: 1207.09, Y: 2657.45
X: 1206.52, Y: 2657.79
X: 1206.02, Y: 2658.09
X: 1205.56, Y: 2658.35
X: 1205.17, Y: 2658.58
X: 1205.49, Y: 2667.98
X: 1205.35, Y: 2672.74
X: 1205.08, Y: 2675.13
X: 1204.80, Y: 2676.29
X: 1204.56, Y: 2676.82
X: 1204.36, Y: 2677.05
X: 1204.21, Y: 2677.12
X: 1204.08, Y: 2677.11
X: 1203.98, Y: 2677.07
X: 1203.89, Y: 2677.02
X: 1203.82, Y: 2676.97
X: 1203.76, Y: 2676.92
X: 1203.72, Y: 2676.87
X: 1203.67, Y: 2676.83
X: 1203.64, Y: 2676.80
X: 1188.72, Y: 2696.49
X: 1180.27, Y: 2706.64
X: 1175.60, Y: 2711.74
X: 1173.13, Y: 2714.18
X: 1171.90, Y: 2715.24
X: 1171.38, Y: 2715.60
X: 1171.25, Y: 2715.60
X: 1171.31, Y: 2715.44
X: 1171.47, Y: 2715.22
X: 1171.67, Y: 2714.98
X: 1171.87, Y: 2714.75
X: 1172.06, Y: 2714.53
X: 1172.24, Y: 2714.34
X: 1172.40, Y: 2714.18
X: 1172.54, Y: 2714.03
X: 1172.66, Y: 2713.90
X: 1150.52, Y: 2737.52
X: 1138.15, Y: 2749.67
X: 1129.91, Y: 2757.13
X: 1126.14, Y: 2760.14
X: 1127.26, Y: 2758.78
X: 1150.23, Y: 2748.07
X: 1162.61, Y: 2742.47
X: 1169.48, Y: 2739.47
X: 1173.30, Y: 2737.86
X: 1175.48, Y: 2736.93
X: 1176.70, Y: 2736.43
X: 1177.39, Y: 2736.15
X: 1177.78, Y: 2736.00
X: 1178.00, Y: 2735.92
X: 1178.12, Y: 2735.87
X: 1178.24, Y: 2735.76
X: 1153.55, Y: 2727.86
X: 1139.85, Y: 2724.20
X: 1132.23, Y: 2722.55
X: 1127.93, Y: 2721.87
X: 1125.53, Y: 2721.60
X: 1124.18, Y: 2721.50
X: 1123.43, Y: 2721.47
X: 1123.01, Y: 2721.46
X: 1122.77, Y: 2721.46
X: 1122.64, Y: 2721.47
X: 1122.57, Y: 2721.47
X: 1122.53, Y: 2721.48
X: 1122.50, Y: 2721.48
X: 1122.49, Y: 2721.48
X: 1122.44, Y: 2721.52
X: 1122.41, Y: 2721.55
X: 1119.92, Y: 2760.71
X: 1117.80, Y: 2780.83
X: 1116.26, Y: 2791.17
X: 1115.21, Y: 2796.49
X: 1114.53, Y: 2799.22
X: 1114.10, Y: 2800.63
X: 1113.83, Y: 2801.35
X: 1113.67, Y: 2801.72
X: 1113.57, Y: 2801.91
X: 1113.51, Y: 2802.01
X: 1113.48, Y: 2802.05
X: 1113.46, Y: 2802.07
X: 1113.45, Y: 2802.08
X: 1113.45, Y: 2802.08
X: 1113.45, Y: 2802.08
X: 1129.91, Y: 2755.61
X: 1139.87, Y: 2731.70
X: 1145.83, Y: 2719.34
X: 1149.36, Y: 2712.93
X: 1151.43, Y: 2709.60
X: 1152.64, Y: 2707.87
X: 1153.34, Y: 2706.97
X: 1153.74, Y: 2706.50
X: 1153.97, Y: 2706.25
X: 1154.10, Y: 2706.13
X: 1154.17, Y: 2706.06
X: 1154.21, Y: 2706.03
X: 1154.24, Y: 2706.01
X: 1154.25, Y: 2706.00
X: 1154.26, Y: 2706.00
X: 1134.45, Y: 2689.60
X: 1124.01, Y: 2682.32
X: 1118.40, Y: 2678.88
X: 1115.35, Y: 2677.25
X: 1113.67, Y: 2676.48
X: 1112.76, Y: 2676.13
X: 1112.26, Y: 2675.98
X: 1111.99, Y: 2675.92
X: 1111.85, Y: 2675.91
X: 1111.91, Y: 2676.04
X: 1111.94, Y: 2676.11
X: 1111.96, Y: 2676.15
X: 1111.97, Y: 2676.17
X: 1111.98, Y: 2676.18
X: 1111.99, Y: 2676.19
X: 1112.00, Y: 2676.20
X: 1131.97, Y: 2692.68
X: 1143.06, Y: 2700.77
X: 1149.25, Y: 2704.74
X: 1152.71, Y: 2706.67
X: 1154.65, Y: 2707.61
X: 1155.67, Y: 2707.82
X: 1156.33, Y: 2708.16
X: 1156.70, Y: 2708.33
X: 1156.91, Y: 2708.40
X: 1157.02, Y: 2708.44
X: 1157.09, Y: 2708.46
X: 1157.12, Y: 2708.47
X: 1157.17, Y: 2708.57
X: 1157.19, Y: 2708.62
X: 1157.20, Y: 2708.64
X: 1137.07, Y: 2690.60
X: 1125.95, Y: 2681.61
X: 1119.80, Y: 2677.19
X: 1116.40, Y: 2675.03
X: 1114.51, Y: 2673.98
X: 1113.46, Y: 2673.48
X: 1112.87, Y: 2673.24
X: 1112.55, Y: 2673.13
X: 1112.37, Y: 2673.08
X: 1112.26, Y: 2673.06
X: 1111.97, Y: 2672.75
X: 1112.00, Y: 2672.85
X: 1112.03, Y: 2672.90
X: 1112.04, Y: 2672.93
X: 1112.05, Y: 2672.95
X: 1112.05, Y: 2672.96
X: 1137.85, Y: 2693.74
X: 1152.22, Y: 2703.93
X: 1160.27, Y: 2708.91
X: 1164.82, Y: 2711.35
X: 1167.40, Y: 2712.53
X: 1168.86, Y: 2713.10
X: 1169.73, Y: 2713.38
X: 1170.23, Y: 2713.51
X: 1170.52, Y: 2713.57
X: 1170.68, Y: 2713.59
X: 1170.77, Y: 2713.60
X: 1170.82, Y: 2713.61
X: 1170.79, Y: 2713.60
X: 1170.76, Y: 2713.59
X: 1170.75, Y: 2713.59
X: 1152.88, Y: 2717.18
X: 1142.38, Y: 2719.36
X: 1136.21, Y: 2720.68
X: 1132.59, Y: 2721.47
X: 1130.48, Y: 2721.94
X: 1129.24, Y: 2722.22
X: 1128.55, Y: 2722.34
X: 1128.15, Y: 2722.41
X: 1127.92, Y: 2722.46
X: 1127.79, Y: 2722.48
X: 1127.64, Y: 2722.58
X: 1127.57, Y: 2722.61
X: 1127.53, Y: 2722.62
X: 1127.51, Y: 2722.63
X: 1127.50, Y: 2722.63
X: 1127.50, Y: 2722.63
X: 1116.73, Y: 2698.84
X: 1111.03, Y: 2686.82
X: 1108.24, Y: 2681.03
X: 1106.57, Y: 2677.90
X: 1105.67, Y: 2676.31
X: 1105.19, Y: 2675.52
X: 1104.93, Y: 2675.13
X: 1104.80, Y: 2674.93
X: 1104.82, Y: 2674.95
X: 1104.83, Y: 2674.95
X: 1104.84, Y: 2674.96
X: 1104.85, Y: 2674.96
X: 1104.85, Y: 2674.96
X: 1104.87, Y: 2674.99
X: 1104.88, Y: 2675.00
X: 1102.19, Y: 2710.35
X: 1100.02, Y: 2728.54
X: 1098.48, Y: 2737.91
X: 1097.44, Y: 2742.74
X: 1096.76, Y: 2745.24
X: 1096.32, Y: 2746.53
X: 1096.05, Y: 2747.20
X: 1095.68, Y: 2747.61
X: 1095.62, Y: 2747.78
X: 1095.50, Y: 2747.89
X: 1095.43, Y: 2747.95
X: 1095.39, Y: 2747.98
X: 1095.37, Y: 2747.99
X: 1095.37, Y: 2748.00
X: 1095.24, Y: 2748.04
X: 1095.37, Y: 2748.01
X: 1113.59, Y: 2743.93
X: 1124.07, Y: 2741.61
X: 1130.09, Y: 2740.27
X: 1133.56, Y: 2739.51
X: 1135.56, Y: 2739.06
X: 1136.71, Y: 2738.81
X: 1137.28, Y: 2738.67
X: 1137.73, Y: 2738.58
X: 1137.99, Y: 2738.53
X: 1138.13, Y: 2738.50
X: 1138.21, Y: 2738.48
X: 1138.26, Y: 2738.47
X: 1138.22, Y: 2738.47
X: 1138.20, Y: 2738.47
X: 1138.19, Y: 2738.47
X: 1143.84, Y: 2718.52
X: 1147.56, Y: 2708.02
X: 1149.80, Y: 2702.63
X: 1151.18, Y: 2699.83
X: 1152.01, Y: 2698.37
X: 1152.52, Y: 2697.60
X: 1152.83, Y: 2697.20
X: 1153.01, Y: 2696.99
X: 1153.11, Y: 2696.88
X: 1153.17, Y: 2696.83
X: 1153.32, Y: 2696.66
X: 1153.26, Y: 2696.74
X: 1153.24, Y: 2696.77
X: 1153.23, Y: 2696.79
X: 1153.26, Y: 2696.75
X: 1145.64, Y: 2696.20
X: 1141.30, Y: 2696.05
X: 1138.84, Y: 2696.04
X: 1137.43, Y: 2696.15
X: 1136.63, Y: 2696.23
X: 1136.17, Y: 2696.28
X: 1135.91, Y: 2696.32
X: 1135.76, Y: 2696.34
X: 1135.68, Y: 2696.36
X: 1135.63, Y: 2696.37
X: 1135.59, Y: 2696.49
X: 1135.57, Y: 2696.55
X: 1135.55, Y: 2696.58
X: 1135.56, Y: 2696.47
X: 1135.56, Y: 2696.42
X: 1135.56, Y: 2696.40
X: 1111.59, Y: 2703.74
X: 1097.87, Y: 2707.95
X: 1090.01, Y: 2710.37
X: 1085.67, Y: 2711.78
X: 1083.19, Y: 2712.57
X: 1081.78, Y: 2713.03
X: 1080.97, Y: 2713.28
X: 1080.51, Y: 2713.43
X: 1080.21, Y: 2713.50
X: 1080.03, Y: 2713.55
X: 1079.93, Y: 2713.58
X: 1079.88, Y: 2713.59
X: 1079.54, Y: 2713.55
X: 1079.48, Y: 2713.55
X: 1079.45, Y: 2713.56
X: 1106.70, Y: 2691.80
X: 1122.69, Y: 2680.15
X: 1132.03, Y: 2673.86
X: 1137.46, Y: 2670.45
