X: 1115.77, Y: 2616.02
X: 1118.73, Y: 2614.27
X: 1121.54, Y: 2612.60
X: 1124.23, Y: 2611.01
X: 1126.78, Y: 2609.49
X: 1129.22, Y: 2608.05
X: 1131.54, Y: 2606.66
X: 1133.75, Y: 2605.34
X: 1135.86, Y: 2604.08
X: 1137.88, Y: 2602.87
X: 1139.80, Y: 2601.71
X: 1141.64, Y: 2600.61
X: 1143.40, Y: 2599.55
X: 1145.08, Y: 2598.53
X: 1146.69, Y: 2597.56
X: 1148.22, Y: 2596.63
X: 1148.04, Y: 2597.84
X: 1147.86, Y: 2599.01
X: 1147.69, Y: 2600.14
X: 1147.51, Y: 2601.23
X: 1147.33, Y: 2602.28
X: 1147.15, Y: 2603.30
X: 1146.98, Y: 2604.29
X: 1146.80, Y: 2605.24
X: 1146.62, Y: 2606.16
X: 1146.45, Y: 2607.05
X: 1146.28, Y: 2607.92
X: 1146.10, Y: 2608.75
X: 1145.93, Y: 2609.56
X: 1145.76, Y: 2610.35
X: 1145.60, Y: 2611.11
X: 1147.06, Y: 2610.86
X: 1147.50, Y: 2610.84
X: 1147.91, Y: 2610.83
X: 1148.29, Y: 2610.82
X: 1148.66, Y: 2610.80
X: 1149.00, Y: 2610.79
X: 1149.32, Y: 2610.78
X: 1149.62, Y: 2610.77
X: 1149.91, Y: 2610.76
X: 1150.18, Y: 2610.75
X: 1150.44, Y: 2610.74
X: 1150.70, Y: 2610.73
X: 1150.94, Y: 2610.72
X: 1151.17, Y: 2610.71
X: 1151.40, Y: 2610.70
X: 1151.61, Y: 2610.69
X: 1150.68, Y: 2610.27
X: 1149.80, Y: 2609.87
X: 1148.95, Y: 2609.48
X: 1148.14, Y: 2609.12
X: 1147.37, Y: 2608.77
X: 1146.63, Y: 2608.43
X: 1145.92, Y: 2608.10
X: 1145.24, Y: 2607.79
X: 1144.59, Y: 2607.49
X: 1143.96, Y: 2607.20
X: 1143.36, Y: 2606.92
X: 1142.78, Y: 2606.65
X: 1142.22, Y: 2606.39
X: 1141.68, Y: 2606.14
X: 1141.16, Y: 2605.90
X: 1140.68, Y: 2606.34
X: 1140.21, Y: 2606.77
X: 1139.76, Y: 2607.18
X: 1139.33, Y: 2607.58
X: 1138.91, Y: 2607.97
X: 1138.50, Y: 2608.35
X: 1138.10, Y: 2608.71
X: 1137.72, Y: 2609.06
X: 1137.35, Y: 2609.40
X: 1136.99, Y: 2609.74
X: 1136.64, Y: 2610.06
X: 1136.30, Y: 2610.37
X: 1135.98, Y: 2610.67
X: 1135.66, Y: 2610.97
X: 1135.35, Y: 2611.26
X: 1135.04, Y: 2611.54
X: 1135.30, Y: 2611.71
X: 1135.54, Y: 2611.88
X: 1135.78, Y: 2612.04
X: 1136.02, Y: 2612.20
X: 1136.25, Y: 2612.35
X: 1136.47, Y: 2612.50
X: 1136.69, Y: 2612.65
X: 1136.90, Y: 2612.79
X: 1137.11, Y: 2612.93
X: 1137.32, Y: 2613.07
X: 1137.52, Y: 2613.20
X: 1137.72, Y: 2613.33
X: 1137.91, Y: 2613.46
X: 1138.10, Y: 2613.58
X: 1138.29, Y: 2613.71
X: 1138.10, Y: 2613.99
X: 1137.91, Y: 2614.27
X: 1137.73, Y: 2614.54
X: 1137.56, Y: 2614.80
X: 1137.38, Y: 2615.06
X: 1137.22, Y: 2615.32
X: 1137.13, Y: 2615.55
X: 1136.97, Y: 2615.80
X: 1136.81, Y: 2616.04
X: 1136.65, Y: 2616.27
X: 1136.50, Y: 2616.51
X: 1136.35, Y: 2616.73
X: 1136.21, Y: 2616.95
X: 1136.04, Y: 2617.18
X: 1135.88, Y: 2617.39
X: 1135.72, Y: 2617.61
X: 1135.29, Y: 2617.37
X: 1134.86, Y: 2617.15
X: 1134.45, Y: 2616.92
X: 1134.05, Y: 2616.70
X: 1133.65, Y: 2616.49
X: 1133.26, Y: 2616.28
X: 1132.88, Y: 2616.07
X: 1132.51, Y: 2615.86
X: 1132.14, Y: 2615.66
X: 1131.78, Y: 2615.47
X: 1131.44, Y: 2615.27
X: 1131.11, Y: 2615.08
X: 1130.78, Y: 2614.88
X: 1130.46, Y: 2614.70
X: 1130.15, Y: 2614.51
X: 1130.28, Y: 2614.93
X: 1130.41, Y: 2615.34
X: 1130.54, Y: 2615.74
X: 1130.67, Y: 2616.14
X: 1130.80, Y: 2616.53
X: 1130.92, Y: 2616.91
X: 1131.04, Y: 2617.29
X: 1131.17, Y: 2617.66
X: 1131.28, Y: 2618.03
X: 1131.40, Y: 2618.39
X: 1131.60, Y: 2618.74
X: 1131.72, Y: 2619.09
X: 1131.83, Y: 2619.44
X: 1131.94, Y: 2619.78
X: 1132.05, Y: 2620.12
X: 1131.96, Y: 2620.03
X: 1131.86, Y: 2619.95
X: 1131.74, Y: 2619.86
X: 1131.62, Y: 2619.78
X: 1131.51, Y: 2619.70
X: 1131.40, Y: 2619.62
X: 1131.29, Y: 2619.55
X: 1131.22, Y: 2619.47
X: 1131.12, Y: 2619.39
X: 1131.03, Y: 2619.31
X: 1130.94, Y: 2619.24
X: 1130.85, Y: 2619.16
X: 1130.76, Y: 2619.09
X: 1130.68, Y: 2619.02
X: 1130.59, Y: 2618.94
X: 1130.51, Y: 2618.87
X: 1130.54, Y: 2619.02
X: 1130.57, Y: 2619.17
X: 1130.60, Y: 2619.32
X: 1130.64, Y: 2619.47
X: 1130.68, Y: 2619.61
X: 1130.72, Y: 2619.75
X: 1130.76, Y: 2619.89
X: 1130.80, Y: 2620.03
X: 1130.83, Y: 2620.16
X: 1130.87, Y: 2620.30
X: 1130.91, Y: 2620.43
X: 1130.95, Y: 2620.56
X: 1130.99, Y: 2620.69
X: 1131.02, Y: 2620.82
X: 1131.06, Y: 2620.95
X: 1131.05, Y: 2620.77
X: 1131.05, Y: 2620.60
X: 1131.04, Y: 2620.42
X: 1131.04, Y: 2620.25
X: 1131.03, Y: 2620.08
