X: 1166.78, Y: 2604.06
X: 1145.03, Y: 2607.92
X: 1144.24, Y: 2608.10
X: 1144.21, Y: 2608.11
X: 1144.21, Y: 2608.11
X: 1144.21, Y: 2608.11
X: 1144.22, Y: 2608.11
X: 1144.22, Y: 2608.11
X: 1151.97, Y: 2610.61
X: 1159.54, Y: 2608.29
X: 1159.29, Y: 2608.11
X: 1159.13, Y: 2608.07
X: 1159.06, Y: 2608.06
X: 1159.03, Y: 2608.06
X: 1159.02, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1159.01, Y: 2608.06
X: 1186.03, Y: 2539.35
X: 1186.73, Y: 2538.29
X: 1186.71, Y: 2538.37
X: 1186.68, Y: 2538.43
X: 1186.66, Y: 2538.47
X: 1186.65, Y: 2538.49
X: 1186.64, Y: 2538.50
X: 1186.64, Y: 2538.51
X: 1186.64, Y: 2538.52
X: 1186.63, Y: 2538.52
X: 1186.63, Y: 2538.52
X: 1186.63, Y: 2538.52
X: 1186.63, Y: 2538.53
X: 1186.63, Y: 2538.53
X: 1186.63, Y: 2538.53
X: 1186.63, Y: 2538.53
X: 1184.16, Y: 2641.82
X: 1185.57, Y: 2643.33
X: 1185.59, Y: 2643.16
X: 1185.56, Y: 2643.04
X: 1185.53, Y: 2642.96
X: 1185.51, Y: 2642.92
X: 1185.50, Y: 2642.89
X: 1185.49, Y: 2642.87
X: 1185.48, Y: 2642.86
X: 1185.48, Y: 2642.86
X: 1185.48, Y: 2642.85
X: 1185.48, Y: 2642.85
X: 1185.48, Y: 2642.85
X: 1185.48, Y: 2642.85
X: 1185.48, Y: 2642.85
X: 1194.02, Y: 2589.75
X: 1194.84, Y: 2587.81
X: 1194.83, Y: 2587.94
X: 1194.79, Y: 2588.07
X: 1194.76, Y: 2588.16
X: 1194.74, Y: 2588.21
X: 1194.73, Y: 2588.24
X: 1105.19, Y: 2563.56
X: 1102.84, Y: 2564.29
X: 1102.97, Y: 2564.31
X: 1103.11, Y: 2564.28
X: 1103.20, Y: 2564.26
X: 1103.26, Y: 2564.25
X: 1103.29, Y: 2564.24
X: 1181.92, Y: 2619.75
X: 1184.19, Y: 2620.84
X: 1184.03, Y: 2620.78
X: 1183.88, Y: 2620.73
X: 1183.78, Y: 2620.69
X: 1183.72, Y: 2620.67
X: 1183.69, Y: 2620.66
X: 1183.67, Y: 2620.65
X: 1183.66, Y: 2620.65
X: 1183.65, Y: 2620.64
X: 1183.64, Y: 2620.64
X: 1183.64, Y: 2620.64
X: 1183.64, Y: 2620.64
X: 1183.64, Y: 2620.64
X: 1183.64, Y: 2620.64
X: 1183.64, Y: 2620.64
X: 1147.42, Y: 2648.52
X: 1146.05, Y: 2649.28
X: 1146.15, Y: 2649.22
X: 1146.25, Y: 2649.16
X: 1146.31, Y: 2649.12
X: 1146.34, Y: 2649.10
X: 1146.37, Y: 2649.09
X: 1146.38, Y: 2649.08
X: 1146.39, Y: 2649.08
X: 1146.39, Y: 2649.08
X: 1146.39, Y: 2649.07
X: 1146.40, Y: 2649.07
X: 1146.40, Y: 2649.07
X: 1146.40, Y: 2649.07
X: 1146.40, Y: 2649.07
X: 1154.32, Y: 2621.00
X: 1154.76, Y: 2620.31
X: 1154.74, Y: 2620.36
X: 1154.71, Y: 2620.41
X: 1154.69, Y: 2620.44
X: 1154.68, Y: 2620.46
X: 1154.67, Y: 2620.47
X: 1154.67, Y: 2620.48
X: 1154.67, Y: 2620.48
X: 1154.66, Y: 2620.48
X: 1154.66, Y: 2620.48
X: 1154.66, Y: 2620.48
X: 1154.66, Y: 2620.48
X: 1154.66, Y: 2620.48
X: 1154.66, Y: 2620.49
X: 1154.66, Y: 2620.49
X: 1167.92, Y: 2613.78
X: 1168.44, Y: 2613.49
X: 1168.41, Y: 2613.51
X: 1168.37, Y: 2613.53
X: 1168.34, Y: 2613.55
X: 1168.33, Y: 2613.56
X: 1168.32, Y: 2613.56
X: 1168.31, Y: 2613.56
X: 1168.31, Y: 2613.57
X: 1168.31, Y: 2613.57
X: 1168.31, Y: 2613.57
X: 1168.31, Y: 2613.57
X: 1168.31, Y: 2613.57
X: 1168.31, Y: 2613.57
X: 1168.31, Y: 2613.57
X: 1172.97, Y: 2595.98
X: 1172.99, Y: 2595.66
X: 1172.99, Y: 2595.68
X: 1173.54, Y: 2595.89
X: 1173.42, Y: 2595.87
X: 1169.88, Y: 2594.66
X: 1169.77, Y: 2594.64
X: 1169.77, Y: 2594.64
X: 1169.77, Y: 2594.64
X: 1169.78, Y: 2594.64
X: 1169.77, Y: 2594.64
X: 1169.77, Y: 2594.64
X: 1169.77, Y: 2594.64
X: 1169.77, Y: 2594.64
X: 1169.78, Y: 2594.64
X: 1169.78, Y: 2594.64
X: 1159.25, Y: 2609.21
X: 1158.76, Y: 2609.53
X: 1158.74, Y: 2609.54
X: 1158.74, Y: 2609.54
X: 1158.74, Y: 2609.54
X: 1158.75, Y: 2609.54
X: 1158.75, Y: 2609.54
X: 1158.75, Y: 2609.54
X: 1158.75, Y: 2609.54
X: 1158.75, Y: 2609.54
X: 1158.76, Y: 2609.54
X: 1158.76, Y: 2609.54
X: 1158.76, Y: 2609.54
X: 1158.76, Y: 2609.54
X: 1158.76, Y: 2609.54
X: 1195.35, Y: 2599.98
X: 1196.32, Y: 2599.85
X: 1196.35, Y: 2599.84
X: 1196.35, Y: 2599.84
X: 1196.35, Y: 2599.85
X: 1196.35, Y: 2599.85
X: 1196.35, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1196.36, Y: 2599.85
X: 1124.74, Y: 2598.34
X: 1122.21, Y: 2598.41
X: 1122.13, Y: 2598.41
X: 1122.13, Y: 2598.41
X: 1122.13, Y: 2598.41
X: 1122.13, Y: 2598.41
X: 1122.13, Y: 2598.41
X: 1122.14, Y: 2598.41
X: 1122.14, Y: 2598.41
X: 1122.14, Y: 2598.41
X: 1122.14, Y: 2598.41
X: 1122.14, Y: 2598.41
X: 1122.14, Y: 2598.41
X: 1122.14, Y: 2598.41
X: 1122.14, Y: 2598.41
X: 1131.10, Y: 2591.53
X: 1171.03, Y: 2634.05
X: 1172.72, Y: 2634.75
X: 1172.08, Y: 2634.48
X: 1172.05, Y: 2634.48
X: 1172.05, Y: 2634.48
X: 1172.05, Y: 2634.48
X: 1172.06, Y: 2634.48
X: 1174.13, Y: 2620.54
X: 1174.16, Y: 2620.34
X: 1174.16, Y: 2620.33
X: 1174.23, Y: 2620.36
X: 1174.23, Y: 2620.36
X: 1174.23, Y: 2620.36
X: 1174.24, Y: 2620.36
X: 1174.24, Y: 2620.36
X: 1174.24, Y: 2620.36
X: 1174.17, Y: 2620.33
X: 1174.16, Y: 2620.33
X: 1174.23, Y: 2620.36
X: 1174.24, Y: 2620.36
X: 1174.25, Y: 2620.36
X: 1174.25, Y: 2620.36
X: 1174.25, Y: 2620.36
X: 1189.56, Y: 2630.04
X: 1190.08, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1190.10, Y: 2630.18
X: 1175.32, Y: 2609.57
X: 1174.90, Y: 2609.36
X: 1176.10, Y: 2609.79
X: 1174.91, Y: 2609.35
X: 1174.87, Y: 2609.35
X: 1174.87, Y: 2609.35
X: 1174.87, Y: 2609.35
X: 1174.87, Y: 2609.35
X: 1175.00, Y: 2609.39
X: 1174.83, Y: 2609.33
X: 1174.83, Y: 2609.33
X: 1174.83, Y: 2609.33
X: 1174.83, Y: 2609.33
X: 1174.83, Y: 2609.33
X: 1174.83, Y: 2609.33
X: 1174.83, Y: 2609.33
X: 1171.44, Y: 2623.20
X: 1170.88, Y: 2623.30
X: 1170.86, Y: 2623.30
X: 1170.86, Y: 2623.30
X: 1170.86, Y: 2623.30
X: 1170.96, Y: 2623.34
X: 1170.96, Y: 2623.34
X: 1170.79, Y: 2623.27
X: 1170.78, Y: 2623.27
X: 1170.78, Y: 2623.27
X: 1170.79, Y: 2623.27
X: 1170.79, Y: 2623.27
X: 1171.05, Y: 2623.38
X: 1170.81, Y: 2623.28
X: 1170.80, Y: 2623.28
X: 1196.56, Y: 2645.39
X: 1197.19, Y: 2645.64
X: 1197.21, Y: 2645.64
X: 1197.21, Y: 2645.64
X: 1197.21, Y: 2645.64
X: 1197.21, Y: 2645.64
X: 1197.21, Y: 2645.64
X: 1197.21, Y: 2645.64
X: 1197.26, Y: 2645.66
X: 1197.26, Y: 2645.66
X: 1197.26, Y: 2645.66
X: 1197.26, Y: 2645.66
X: 1197.26, Y: 2645.66
X: 1197.26, Y: 2645.66
X: 1197.26, Y: 2645.66
X: 1139.99, Y: 2606.43
X: 1137.97, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1137.90, Y: 2606.09
X: 1132.10, Y: 2622.15
X: 1131.82, Y: 2622.42
X: 1131.81, Y: 2622.43
X: 1131.81, Y: 2622.43
X: 1131.81, Y: 2622.43
X: 1132.95, Y: 2622.83
X: 1131.83, Y: 2622.42
X: 1131.79, Y: 2622.42
X: 1131.79, Y: 2622.42
X: 1131.79, Y: 2622.42
X: 1131.79, Y: 2622.42
X: 1132.02, Y: 2622.50
X: 1131.72, Y: 2622.39
X: 1131.72, Y: 2622.39
X: 1131.72, Y: 2622.39
X: 1183.02, Y: 2595.30
X: 1184.22, Y: 2594.99
X: 1184.24, Y: 2594.98
X: 1184.24, Y: 2594.98
X: 1184.30, Y: 2595.00
X: 1184.30, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1184.31, Y: 2595.00
X: 1171.76, Y: 2571.52
X: 1171.54, Y: 2571.30
X: 1171.54, Y: 2571.30
X: 1171.54, Y: 2571.30
X: 1171.54, Y: 2571.30
X: 1171.54, Y: 2571.30
X: 1171.54, Y: 2571.30
X: 1171.54, Y: 2571.30
X: 1172.41, Y: 2571.57
X: 1171.55, Y: 2571.30
X: 1171.53, Y: 2571.30
X: 1171.53, Y: 2571.30
